timestamp,classNbr,section,enrolled
2025-04-23 21:33:13,100,S13,15
2025-04-23 21:33:13,101,S14,35
2025-04-23 21:33:13,103,S15,2
2025-04-23 21:33:13,733,S16,4
2025-04-23 21:33:13,785,S17,1
2025-04-23 21:33:13,786,S18,2
2025-04-23 21:33:13,787,S19,41
2025-04-23 21:33:13,788,S20,20
2025-04-23 21:33:13,789,S21,0
2025-04-23 21:33:13,5011,S22,2
2025-04-23 21:33:13,6252,XC23,10
