timestamp,classNbr,section,enrolled
2025-04-23 21:36:06,665,YY01,41
2025-04-23 21:36:06,664,YY02,42
2025-04-23 21:36:06,663,YY03,43
2025-04-23 21:36:06,662,YY04,43
2025-04-23 21:36:06,661,YY05,35
2025-04-23 21:36:06,660,YY06,43
2025-04-23 21:36:06,638,YY07,45
2025-04-23 21:36:06,659,YY08,3
2025-04-23 21:36:06,657,YY10,45
2025-04-23 21:36:06,656,YY11,6
2025-04-23 21:36:06,655,YY12,18
2025-04-23 21:36:06,654,ZZ01,21
2025-04-23 21:36:06,653,ZZ02,4
2025-04-23 21:36:06,652,ZZ03,45
2025-04-23 21:36:06,651,ZZ04,45
2025-04-23 21:36:06,650,ZZ05,45
2025-04-23 21:36:06,649,ZZ06,6
2025-04-23 21:36:06,648,ZZ07,34
2025-04-23 21:36:06,647,ZZ08,34
2025-04-23 21:36:06,646,ZZ09,19
2025-04-23 21:36:06,645,ZZ10,2
2025-04-23 21:36:06,644,ZZ11,2
2025-04-23 21:36:06,643,ZZ12,18
2025-04-23 21:36:06,642,ZZ13,5
2025-04-23 21:36:06,641,ZZ14,45
2025-04-23 21:36:06,640,ZZ15,45
2025-04-23 21:36:06,639,ZZ16,45
2025-04-23 21:41:03,665,YY01,41
2025-04-23 21:41:03,664,YY02,42
2025-04-23 21:41:03,663,YY03,43
2025-04-23 21:41:03,662,YY04,43
2025-04-23 21:41:03,661,YY05,35
2025-04-23 21:41:03,660,YY06,43
2025-04-23 21:41:03,638,YY07,45
2025-04-23 21:41:03,659,YY08,3
2025-04-23 21:41:03,657,YY10,45
2025-04-23 21:41:03,656,YY11,6
2025-04-23 21:41:03,655,YY12,18
2025-04-23 21:41:03,654,ZZ01,21
2025-04-23 21:41:03,653,ZZ02,4
2025-04-23 21:41:03,652,ZZ03,45
2025-04-23 21:41:03,651,ZZ04,45
2025-04-23 21:41:03,650,ZZ05,44
2025-04-23 21:41:03,649,ZZ06,6
2025-04-23 21:41:03,648,ZZ07,35
2025-04-23 21:41:03,647,ZZ08,34
2025-04-23 21:41:03,646,ZZ09,19
2025-04-23 21:41:03,645,ZZ10,2
2025-04-23 21:41:03,644,ZZ11,2
2025-04-23 21:41:03,643,ZZ12,18
2025-04-23 21:41:03,642,ZZ13,5
2025-04-23 21:41:03,641,ZZ14,45
2025-04-23 21:41:03,640,ZZ15,45
2025-04-23 21:41:03,639,ZZ16,45
2025-04-23 21:46:06,665,YY01,41
2025-04-23 21:46:06,664,YY02,42
2025-04-23 21:46:06,663,YY03,43
2025-04-23 21:46:06,662,YY04,43
2025-04-23 21:46:06,661,YY05,35
2025-04-23 21:46:06,660,YY06,43
2025-04-23 21:46:06,638,YY07,45
2025-04-23 21:46:06,659,YY08,3
2025-04-23 21:46:06,657,YY10,45
2025-04-23 21:46:06,656,YY11,6
2025-04-23 21:46:06,655,YY12,18
2025-04-23 21:46:06,654,ZZ01,21
2025-04-23 21:46:06,653,ZZ02,4
2025-04-23 21:46:06,652,ZZ03,45
2025-04-23 21:46:06,651,ZZ04,45
2025-04-23 21:46:06,650,ZZ05,44
2025-04-23 21:46:06,649,ZZ06,6
2025-04-23 21:46:06,648,ZZ07,35
2025-04-23 21:46:06,647,ZZ08,34
2025-04-23 21:46:06,646,ZZ09,19
2025-04-23 21:46:06,645,ZZ10,2
2025-04-23 21:46:06,644,ZZ11,2
